column_1,column_1_min,column_1_max,column_2,column_2_min,column_2_max,iv
survey_type,1,1,gender,1,1,0.022
survey_type,1,1,gender,1,2,0.045
survey_type,1,1,gender,2,2,0.008
survey_type,1,2,gender,1,1,0.013
survey_type,1,2,gender,1,2,0.0
survey_type,1,2,gender,2,2,0.013
survey_type,2,2,gender,1,1,0.0
survey_type,2,2,gender,1,2,0.045
survey_type,2,2,gender,2,2,0.051
survey_type,1,1,nationality,1.0,1.0,0.05
survey_type,1,1,nationality,1.0,2.0,0.051
survey_type,1,1,nationality,1.0,3.0,0.056
survey_type,1,1,nationality,1.0,4.0,0.032
survey_type,1,1,nationality,1.0,5.0,0.032
survey_type,1,1,nationality,1.0,6.0,0.036
survey_type,1,1,nationality,1.0,7.0,0.036
survey_type,1,1,nationality,1.0,8.0,0.045
survey_type,1,1,nationality,2.0,2.0,0.152
survey_type,1,1,nationality,2.0,3.0,0.647
survey_type,1,1,nationality,2.0,4.0,0.019
survey_type,1,1,nationality,2.0,5.0,0.018
survey_type,1,1,nationality,2.0,6.0,0.01
survey_type,1,1,nationality,2.0,7.0,0.01
survey_type,1,1,nationality,2.0,8.0,0.001
survey_type,1,1,nationality,3.0,3.0,0.495
survey_type,1,1,nationality,3.0,4.0,0.022
survey_type,1,1,nationality,3.0,5.0,0.021
survey_type,1,1,nationality,3.0,6.0,0.013
survey_type,1,1,nationality,3.0,7.0,0.013
survey_type,1,1,nationality,3.0,8.0,0.002
survey_type,1,1,nationality,4.0,4.0,0.038
survey_type,1,1,nationality,4.0,5.0,0.036
survey_type,1,1,nationality,4.0,6.0,0.023
survey_type,1,1,nationality,4.0,7.0,0.023
survey_type,1,1,nationality,4.0,8.0,0.005
survey_type,1,1,nationality,5.0,5.0,0.038
survey_type,1,1,nationality,5.0,6.0,0.457
survey_type,1,1,nationality,5.0,7.0,0.469
survey_type,1,1,nationality,5.0,8.0,1.56
survey_type,1,1,nationality,6.0,6.0,0.419
survey_type,1,1,nationality,6.0,7.0,0.431
survey_type,1,1,nationality,6.0,8.0,1.522
survey_type,1,1,nationality,7.0,7.0,0.013
survey_type,1,1,nationality,7.0,8.0,1.104
survey_type,1,1,nationality,8.0,8.0,1.091
survey_type,1,2,nationality,1.0,1.0,0.015
survey_type,1,2,nationality,1.0,2.0,0.01
survey_type,1,2,nationality,1.0,3.0,0.001
survey_type,1,2,nationality,1.0,4.0,4.937
survey_type,1,2,nationality,1.0,5.0,4.898
survey_type,1,2,nationality,1.0,6.0,3.68
survey_type,1,2,nationality,1.0,7.0,3.667
survey_type,1,2,nationality,1.0,8.0,0.0
survey_type,1,2,nationality,2.0,2.0,0.01
survey_type,1,2,nationality,2.0,3.0,0.036
survey_type,1,2,nationality,2.0,4.0,0.124
survey_type,1,2,nationality,2.0,5.0,0.123
survey_type,1,2,nationality,2.0,6.0,0.079
survey_type,1,2,nationality,2.0,7.0,0.079
survey_type,1,2,nationality,2.0,8.0,0.015
survey_type,1,2,nationality,3.0,3.0,0.026
survey_type,1,2,nationality,3.0,4.0,0.113
survey_type,1,2,nationality,3.0,5.0,0.111
survey_type,1,2,nationality,3.0,6.0,0.069
survey_type,1,2,nationality,3.0,7.0,0.069
survey_type,1,2,nationality,3.0,8.0,0.01
survey_type,1,2,nationality,4.0,4.0,0.085
survey_type,1,2,nationality,4.0,5.0,0.083
survey_type,1,2,nationality,4.0,6.0,0.043
survey_type,1,2,nationality,4.0,7.0,0.043
survey_type,1,2,nationality,4.0,8.0,0.001
survey_type,1,2,nationality,5.0,5.0,0.038
survey_type,1,2,nationality,5.0,6.0,1.256
survey_type,1,2,nationality,5.0,7.0,1.269
survey_type,1,2,nationality,5.0,8.0,4.937
survey_type,1,2,nationality,6.0,6.0,1.218
survey_type,1,2,nationality,6.0,7.0,1.23
survey_type,1,2,nationality,6.0,8.0,4.898
survey_type,1,2,nationality,7.0,7.0,0.013
survey_type,1,2,nationality,7.0,8.0,3.68
survey_type,1,2,nationality,8.0,8.0,3.667
survey_type,2,2,nationality,1.0,1.0,0.023
survey_type,2,2,nationality,1.0,2.0,0.029
survey_type,2,2,nationality,1.0,3.0,0.049
survey_type,2,2,nationality,1.0,4.0,0.079
survey_type,2,2,nationality,1.0,5.0,0.079
survey_type,2,2,nationality,1.0,6.0,0.07
survey_type,2,2,nationality,1.0,7.0,0.07
survey_type,2,2,nationality,1.0,8.0,0.045
survey_type,2,2,nationality,2.0,2.0,0.021
survey_type,2,2,nationality,2.0,3.0,0.076
survey_type,2,2,nationality,2.0,4.0,0.118
survey_type,2,2,nationality,2.0,5.0,0.118
survey_type,2,2,nationality,2.0,6.0,0.076
survey_type,2,2,nationality,2.0,7.0,0.076
survey_type,2,2,nationality,2.0,8.0,0.016
survey_type,2,2,nationality,3.0,3.0,0.055
survey_type,2,2,nationality,3.0,4.0,0.098
survey_type,2,2,nationality,3.0,5.0,0.098
survey_type,2,2,nationality,3.0,6.0,0.06
survey_type,2,2,nationality,3.0,7.0,0.06
survey_type,2,2,nationality,3.0,8.0,0.009
survey_type,2,2,nationality,4.0,4.0,0.046
survey_type,2,2,nationality,4.0,5.0,0.046
survey_type,2,2,nationality,4.0,6.0,0.019
survey_type,2,2,nationality,4.0,7.0,0.019
survey_type,2,2,nationality,4.0,8.0,0.0
survey_type,2,2,nationality,5.0,5.0,0.0
survey_type,2,2,nationality,5.0,6.0,0.799
survey_type,2,2,nationality,5.0,7.0,0.799
survey_type,2,2,nationality,5.0,8.0,3.375
survey_type,2,2,nationality,6.0,6.0,0.799
survey_type,2,2,nationality,6.0,7.0,0.799
survey_type,2,2,nationality,6.0,8.0,3.375
survey_type,2,2,nationality,7.0,7.0,0.0
survey_type,2,2,nationality,7.0,8.0,2.576
survey_type,2,2,nationality,8.0,8.0,2.576
survey_type,1,1,religion,0.0,0.0,0.003
survey_type,1,1,religion,0.0,1.0,0.045
survey_type,1,1,religion,1.0,1.0,0.058
survey_type,1,2,religion,0.0,0.0,0.008
survey_type,1,2,religion,0.0,1.0,0.0
survey_type,1,2,religion,1.0,1.0,0.008
survey_type,2,2,religion,0.0,0.0,0.004
survey_type,2,2,religion,0.0,1.0,0.045
survey_type,2,2,religion,1.0,1.0,0.034
survey_type,1,1,religion_freq,-8,-8,0.152
survey_type,1,1,religion_freq,-8,1,0.043
survey_type,1,1,religion_freq,-8,2,0.055
survey_type,1,1,religion_freq,-8,3,0.059
survey_type,1,1,religion_freq,-8,4,0.039
survey_type,1,1,religion_freq,-8,5,0.042
survey_type,1,1,religion_freq,-8,6,0.05
survey_type,1,1,religion_freq,-8,7,0.052
survey_type,1,1,religion_freq,-8,8,0.041
survey_type,1,1,religion_freq,-8,9,0.045
survey_type,1,1,religion_freq,1,1,0.041
survey_type,1,1,religion_freq,1,2,0.054
survey_type,1,1,religion_freq,1,3,0.058
survey_type,1,1,religion_freq,1,4,0.038
survey_type,1,1,religion_freq,1,5,0.041
survey_type,1,1,religion_freq,1,6,0.048
survey_type,1,1,religion_freq,1,7,0.051
survey_type,1,1,religion_freq,1,8,0.04
survey_type,1,1,religion_freq,1,9,0.043
survey_type,1,1,religion_freq,2,2,1.433
survey_type,1,1,religion_freq,2,3,0.013
survey_type,1,1,religion_freq,2,4,0.0
survey_type,1,1,religion_freq,2,5,0.0
survey_type,1,1,religion_freq,2,6,0.001
survey_type,1,1,religion_freq,2,7,0.002
survey_type,1,1,religion_freq,2,8,0.0
survey_type,1,1,religion_freq,2,9,0.0
survey_type,1,1,religion_freq,3,3,0.001
survey_type,1,1,religion_freq,3,4,0.008
survey_type,1,1,religion_freq,3,5,0.005
survey_type,1,1,religion_freq,3,6,0.001
survey_type,1,1,religion_freq,3,7,0.0
survey_type,1,1,religion_freq,3,8,0.004
survey_type,1,1,religion_freq,3,9,0.002
survey_type,1,1,religion_freq,4,4,0.022
survey_type,1,1,religion_freq,4,5,0.014
survey_type,1,1,religion_freq,4,6,0.004
survey_type,1,1,religion_freq,4,7,0.002
survey_type,1,1,religion_freq,4,8,0.01
survey_type,1,1,religion_freq,4,9,0.006
survey_type,1,1,religion_freq,5,5,0.368
survey_type,1,1,religion_freq,5,6,1.243
survey_type,1,1,religion_freq,5,7,1.56
survey_type,1,1,religion_freq,5,8,0.0
survey_type,1,1,religion_freq,5,9,0.002
survey_type,1,1,religion_freq,6,6,0.875
survey_type,1,1,religion_freq,6,7,1.192
survey_type,1,1,religion_freq,6,8,0.0
survey_type,1,1,religion_freq,6,9,0.0
survey_type,1,1,religion_freq,7,7,0.317
survey_type,1,1,religion_freq,7,8,0.007
survey_type,1,1,religion_freq,7,9,0.002
survey_type,1,1,religion_freq,8,8,0.015
survey_type,1,1,religion_freq,8,9,0.006
survey_type,1,1,religion_freq,9,9,0.406
survey_type,1,2,religion_freq,-8,-8,0.19
survey_type,1,2,religion_freq,-8,1,0.0
survey_type,1,2,religion_freq,-8,2,0.009
survey_type,1,2,religion_freq,-8,3,0.017
survey_type,1,2,religion_freq,-8,4,0.014
survey_type,1,2,religion_freq,-8,5,0.012
survey_type,1,2,religion_freq,-8,6,0.02
survey_type,1,2,religion_freq,-8,7,0.032
survey_type,1,2,religion_freq,-8,8,0.001
survey_type,1,2,religion_freq,-8,9,0.0
survey_type,1,2,religion_freq,1,1,0.0
survey_type,1,2,religion_freq,1,2,0.008
survey_type,1,2,religion_freq,1,3,0.015
survey_type,1,2,religion_freq,1,4,0.012
survey_type,1,2,religion_freq,1,5,0.01
survey_type,1,2,religion_freq,1,6,0.016
survey_type,1,2,religion_freq,1,7,0.027
survey_type,1,2,religion_freq,1,8,0.0
survey_type,1,2,religion_freq,1,9,0.19
survey_type,1,2,religion_freq,2,2,2.372
survey_type,1,2,religion_freq,2,3,0.018
survey_type,1,2,religion_freq,2,4,0.005
survey_type,1,2,religion_freq,2,5,0.003
survey_type,1,2,religion_freq,2,6,0.003
survey_type,1,2,religion_freq,2,7,0.006
survey_type,1,2,religion_freq,2,8,0.0
survey_type,1,2,religion_freq,2,9,0.0
survey_type,1,2,religion_freq,3,3,0.001
survey_type,1,2,religion_freq,3,4,0.0
survey_type,1,2,religion_freq,3,5,0.001
survey_type,1,2,religion_freq,3,6,0.0
survey_type,1,2,religion_freq,3,7,0.0
survey_type,1,2,religion_freq,3,8,0.007
survey_type,1,2,religion_freq,3,9,0.009
survey_type,1,2,religion_freq,4,4,0.003
survey_type,1,2,religion_freq,4,5,0.005
survey_type,1,2,religion_freq,4,6,0.003
survey_type,1,2,religion_freq,4,7,0.001
survey_type,1,2,religion_freq,4,8,0.016
survey_type,1,2,religion_freq,4,9,0.017
survey_type,1,2,religion_freq,5,5,0.002
survey_type,1,2,religion_freq,5,6,0.0
survey_type,1,2,religion_freq,5,7,0.001
survey_type,1,2,religion_freq,5,8,0.013
survey_type,1,2,religion_freq,5,9,0.014
survey_type,1,2,religion_freq,6,6,0.001
survey_type,1,2,religion_freq,6,7,0.005
survey_type,1,2,religion_freq,6,8,0.011
survey_type,1,2,religion_freq,6,9,0.012
survey_type,1,2,religion_freq,7,7,0.507
survey_type,1,2,religion_freq,7,8,0.02
survey_type,1,2,religion_freq,7,9,0.02
survey_type,1,2,religion_freq,8,8,0.035
survey_type,1,2,religion_freq,8,9,0.032
survey_type,1,2,religion_freq,9,9,0.001
survey_type,2,2,religion_freq,-8,-8,0.038
survey_type,2,2,religion_freq,-8,1,0.038
survey_type,2,2,religion_freq,-8,2,0.031
survey_type,2,2,religion_freq,-8,3,0.03
survey_type,2,2,religion_freq,-8,4,0.021
survey_type,2,2,religion_freq,-8,5,0.026
survey_type,2,2,religion_freq,-8,6,0.03
survey_type,2,2,religion_freq,-8,7,0.028
survey_type,2,2,religion_freq,-8,8,0.039
survey_type,2,2,religion_freq,-8,9,0.045
survey_type,2,2,religion_freq,1,1,0.039
survey_type,2,2,religion_freq,1,2,0.031
survey_type,2,2,religion_freq,1,3,0.03
survey_type,2,2,religion_freq,1,4,0.021
survey_type,2,2,religion_freq,1,5,0.026
survey_type,2,2,religion_freq,1,6,0.03
survey_type,2,2,religion_freq,1,7,0.029
survey_type,2,2,religion_freq,1,8,0.039
survey_type,2,2,religion_freq,1,9,0.045
survey_type,2,2,religion_freq,2,2,0.939
survey_type,2,2,religion_freq,2,3,0.005
survey_type,2,2,religion_freq,2,4,0.02
survey_type,2,2,religion_freq,2,5,0.007
survey_type,2,2,religion_freq,2,6,0.002
survey_type,2,2,religion_freq,2,7,0.003
survey_type,2,2,religion_freq,2,8,0.0
survey_type,2,2,religion_freq,2,9,0.002
survey_type,2,2,religion_freq,3,3,0.0
survey_type,2,2,religion_freq,3,4,0.008
survey_type,2,2,religion_freq,3,5,0.001
survey_type,2,2,religion_freq,3,6,0.0
survey_type,2,2,religion_freq,3,7,0.0
survey_type,2,2,religion_freq,3,8,0.003
survey_type,2,2,religion_freq,3,9,0.007
survey_type,2,2,religion_freq,4,4,1.319
survey_type,2,2,religion_freq,4,5,0.003
survey_type,2,2,religion_freq,4,6,0.0
survey_type,2,2,religion_freq,4,7,0.0
survey_type,2,2,religion_freq,4,8,0.006
survey_type,2,2,religion_freq,4,9,0.011
survey_type,2,2,religion_freq,5,5,0.013
survey_type,2,2,religion_freq,5,6,0.018
survey_type,2,2,religion_freq,5,7,0.012
survey_type,2,2,religion_freq,5,8,0.031
survey_type,2,2,religion_freq,5,9,0.041
survey_type,2,2,religion_freq,6,6,0.006
survey_type,2,2,religion_freq,6,7,0.003
survey_type,2,2,religion_freq,6,8,0.02
survey_type,2,2,religion_freq,6,9,0.029
survey_type,2,2,religion_freq,7,7,0.19
survey_type,2,2,religion_freq,7,8,0.013
survey_type,2,2,religion_freq,7,9,0.022
survey_type,2,2,religion_freq,8,8,0.02
survey_type,2,2,religion_freq,8,9,0.029
survey_type,2,2,religion_freq,9,9,0.009
survey_type,1,1,edu,1.0,1.0,0.001
survey_type,1,1,edu,1.0,2.0,0.002
survey_type,1,1,edu,1.0,3.0,0.014
survey_type,1,1,edu,1.0,4.0,0.009
survey_type,1,1,edu,1.0,5.0,0.009
survey_type,1,1,edu,1.0,6.0,0.0
survey_type,1,1,edu,1.0,7.0,0.003
survey_type,1,1,edu,1.0,8.0,0.004
survey_type,1,1,edu,1.0,9.0,0.008
survey_type,1,1,edu,1.0,10.0,0.01
survey_type,1,1,edu,1.0,11.0,0.009
survey_type,1,1,edu,1.0,12.0,0.037
survey_type,1,1,edu,1.0,13.0,0.044
survey_type,1,1,edu,1.0,14.0,0.045
survey_type,1,1,edu,2.0,2.0,0.368
survey_type,1,1,edu,2.0,3.0,0.023
survey_type,1,1,edu,2.0,4.0,0.012
survey_type,1,1,edu,2.0,5.0,0.013
survey_type,1,1,edu,2.0,6.0,0.0
survey_type,1,1,edu,2.0,7.0,0.002
survey_type,1,1,edu,2.0,8.0,0.003
survey_type,1,1,edu,2.0,9.0,0.006
survey_type,1,1,edu,2.0,10.0,0.008
survey_type,1,1,edu,2.0,11.0,0.007
survey_type,1,1,edu,2.0,12.0,0.032
survey_type,1,1,edu,2.0,13.0,0.039
survey_type,1,1,edu,2.0,14.0,0.04
survey_type,1,1,edu,3.0,3.0,0.027
survey_type,1,1,edu,3.0,4.0,0.014
survey_type,1,1,edu,3.0,5.0,0.015
survey_type,1,1,edu,3.0,6.0,0.0
survey_type,1,1,edu,3.0,7.0,0.001
survey_type,1,1,edu,3.0,8.0,0.002
survey_type,1,1,edu,3.0,9.0,0.005
survey_type,1,1,edu,3.0,10.0,0.007
survey_type,1,1,edu,3.0,11.0,0.006
survey_type,1,1,edu,3.0,12.0,0.03
survey_type,1,1,edu,3.0,13.0,0.037
survey_type,1,1,edu,3.0,14.0,0.037
survey_type,1,1,edu,4.0,4.0,0.0
survey_type,1,1,edu,4.0,5.0,0.0
survey_type,1,1,edu,4.0,6.0,0.01
survey_type,1,1,edu,4.0,7.0,0.025
survey_type,1,1,edu,4.0,8.0,0.029
survey_type,1,1,edu,4.0,9.0,0.038
survey_type,1,1,edu,4.0,10.0,0.04
survey_type,1,1,edu,4.0,11.0,0.037
survey_type,1,1,edu,4.0,12.0,0.083
survey_type,1,1,edu,4.0,13.0,0.094
survey_type,1,1,edu,4.0,14.0,0.095
survey_type,1,1,edu,5.0,5.0,0.0
survey_type,1,1,edu,5.0,6.0,0.026
survey_type,1,1,edu,5.0,7.0,0.057
survey_type,1,1,edu,5.0,8.0,0.064
survey_type,1,1,edu,5.0,9.0,0.076
survey_type,1,1,edu,5.0,10.0,0.067
survey_type,1,1,edu,5.0,11.0,0.058
survey_type,1,1,edu,5.0,12.0,0.119
survey_type,1,1,edu,5.0,13.0,0.134
survey_type,1,1,edu,5.0,14.0,0.134
survey_type,1,1,edu,6.0,6.0,0.031
survey_type,1,1,edu,6.0,7.0,0.064
survey_type,1,1,edu,6.0,8.0,0.072
survey_type,1,1,edu,6.0,9.0,0.085
survey_type,1,1,edu,6.0,10.0,0.073
survey_type,1,1,edu,6.0,11.0,0.063
survey_type,1,1,edu,6.0,12.0,0.126
survey_type,1,1,edu,6.0,13.0,0.142
survey_type,1,1,edu,6.0,14.0,0.142
survey_type,1,1,edu,7.0,7.0,0.039
survey_type,1,1,edu,7.0,8.0,0.05
survey_type,1,1,edu,7.0,9.0,0.057
survey_type,1,1,edu,7.0,10.0,0.036
survey_type,1,1,edu,7.0,11.0,0.027
survey_type,1,1,edu,7.0,12.0,0.083
survey_type,1,1,edu,7.0,13.0,0.098
survey_type,1,1,edu,7.0,14.0,0.098
survey_type,1,1,edu,8.0,8.0,0.52
survey_type,1,1,edu,8.0,9.0,0.018
survey_type,1,1,edu,8.0,10.0,0.01
survey_type,1,1,edu,8.0,11.0,0.006
survey_type,1,1,edu,8.0,12.0,0.049
survey_type,1,1,edu,8.0,13.0,0.062
survey_type,1,1,edu,8.0,14.0,0.062
survey_type,1,1,edu,9.0,9.0,0.01
survey_type,1,1,edu,9.0,10.0,0.006
survey_type,1,1,edu,9.0,11.0,0.004
survey_type,1,1,edu,9.0,12.0,0.043
survey_type,1,1,edu,9.0,13.0,0.055
survey_type,1,1,edu,9.0,14.0,0.055
survey_type,1,1,edu,10.0,10.0,0.001
survey_type,1,1,edu,10.0,11.0,0.0
survey_type,1,1,edu,10.0,12.0,0.032
survey_type,1,1,edu,10.0,13.0,0.043
survey_type,1,1,edu,10.0,14.0,0.044
survey_type,1,1,edu,11.0,11.0,0.0
survey_type,1,1,edu,11.0,12.0,0.045
survey_type,1,1,edu,11.0,13.0,0.061
survey_type,1,1,edu,11.0,14.0,0.061
survey_type,1,1,edu,12.0,12.0,0.087
survey_type,1,1,edu,12.0,13.0,0.113
survey_type,1,1,edu,12.0,14.0,0.114
survey_type,1,1,edu,13.0,13.0,0.951
survey_type,1,1,edu,13.0,14.0,0.964
survey_type,1,1,edu,14.0,14.0,0.013
survey_type,1,2,edu,1.0,1.0,0.014
survey_type,1,2,edu,1.0,2.0,0.009
survey_type,1,2,edu,1.0,3.0,0.13
survey_type,1,2,edu,1.0,4.0,0.141
survey_type,1,2,edu,1.0,5.0,0.142
survey_type,1,2,edu,1.0,6.0,0.112
survey_type,1,2,edu,1.0,7.0,0.065
survey_type,1,2,edu,1.0,8.0,0.057
survey_type,1,2,edu,1.0,9.0,0.043
survey_type,1,2,edu,1.0,10.0,0.05
survey_type,1,2,edu,1.0,11.0,0.075
survey_type,1,2,edu,1.0,12.0,1.078
survey_type,1,2,edu,1.0,13.0,0.076
survey_type,1,2,edu,1.0,14.0,0.0
survey_type,1,2,edu,2.0,2.0,0.825
survey_type,1,2,edu,2.0,3.0,0.09
survey_type,1,2,edu,2.0,4.0,0.061
survey_type,1,2,edu,2.0,5.0,0.06
survey_type,1,2,edu,2.0,6.0,0.028
survey_type,1,2,edu,2.0,7.0,0.009
survey_type,1,2,edu,2.0,8.0,0.007
survey_type,1,2,edu,2.0,9.0,0.003
survey_type,1,2,edu,2.0,10.0,0.001
survey_type,1,2,edu,2.0,11.0,0.001
survey_type,1,2,edu,2.0,12.0,0.007
survey_type,1,2,edu,2.0,13.0,0.013
survey_type,1,2,edu,2.0,14.0,0.014
survey_type,1,2,edu,3.0,3.0,0.102
survey_type,1,2,edu,3.0,4.0,0.07
survey_type,1,2,edu,3.0,5.0,0.068
survey_type,1,2,edu,3.0,6.0,0.034
survey_type,1,2,edu,3.0,7.0,0.012
survey_type,1,2,edu,3.0,8.0,0.01
survey_type,1,2,edu,3.0,9.0,0.005
survey_type,1,2,edu,3.0,10.0,0.002
survey_type,1,2,edu,3.0,11.0,0.003
survey_type,1,2,edu,3.0,12.0,0.004
survey_type,1,2,edu,3.0,13.0,0.008
survey_type,1,2,edu,3.0,14.0,0.009
survey_type,1,2,edu,4.0,4.0,0.001
survey_type,1,2,edu,4.0,5.0,0.001
survey_type,1,2,edu,4.0,6.0,0.015
survey_type,1,2,edu,4.0,7.0,0.037
survey_type,1,2,edu,4.0,8.0,0.042
survey_type,1,2,edu,4.0,9.0,0.054
survey_type,1,2,edu,4.0,10.0,0.063
survey_type,1,2,edu,4.0,11.0,0.063
survey_type,1,2,edu,4.0,12.0,0.115
survey_type,1,2,edu,4.0,13.0,0.129
survey_type,1,2,edu,4.0,14.0,0.13
survey_type,1,2,edu,5.0,5.0,0.0
survey_type,1,2,edu,5.0,6.0,0.021
survey_type,1,2,edu,5.0,7.0,0.055
survey_type,1,2,edu,5.0,8.0,0.063
survey_type,1,2,edu,5.0,9.0,0.077
survey_type,1,2,edu,5.0,10.0,0.077
survey_type,1,2,edu,5.0,11.0,0.072
survey_type,1,2,edu,5.0,12.0,0.124
survey_type,1,2,edu,5.0,13.0,0.14
survey_type,1,2,edu,5.0,14.0,0.141
survey_type,1,2,edu,6.0,6.0,0.021
survey_type,1,2,edu,6.0,7.0,0.057
survey_type,1,2,edu,6.0,8.0,0.065
survey_type,1,2,edu,6.0,9.0,0.08
survey_type,1,2,edu,6.0,10.0,0.078
survey_type,1,2,edu,6.0,11.0,0.072
survey_type,1,2,edu,6.0,12.0,0.125
survey_type,1,2,edu,6.0,13.0,0.141
survey_type,1,2,edu,6.0,14.0,0.142
survey_type,1,2,edu,7.0,7.0,0.054
survey_type,1,2,edu,7.0,8.0,0.069
survey_type,1,2,edu,7.0,9.0,0.076
survey_type,1,2,edu,7.0,10.0,0.053
survey_type,1,2,edu,7.0,11.0,0.044
survey_type,1,2,edu,7.0,12.0,0.095
survey_type,1,2,edu,7.0,13.0,0.111
survey_type,1,2,edu,7.0,14.0,0.112
survey_type,1,2,edu,8.0,8.0,0.583
survey_type,1,2,edu,8.0,9.0,0.023
survey_type,1,2,edu,8.0,10.0,0.015
survey_type,1,2,edu,8.0,11.0,0.012
survey_type,1,2,edu,8.0,12.0,0.051
survey_type,1,2,edu,8.0,13.0,0.064
survey_type,1,2,edu,8.0,14.0,0.065
survey_type,1,2,edu,9.0,9.0,0.013
survey_type,1,2,edu,9.0,10.0,0.01
survey_type,1,2,edu,9.0,11.0,0.008
survey_type,1,2,edu,9.0,12.0,0.044
survey_type,1,2,edu,9.0,13.0,0.056
survey_type,1,2,edu,9.0,14.0,0.057
survey_type,1,2,edu,10.0,10.0,0.002
survey_type,1,2,edu,10.0,11.0,0.002
survey_type,1,2,edu,10.0,12.0,0.031
survey_type,1,2,edu,10.0,13.0,0.043
survey_type,1,2,edu,10.0,14.0,0.043
survey_type,1,2,edu,11.0,11.0,0.0
survey_type,1,2,edu,11.0,12.0,0.035
survey_type,1,2,edu,11.0,13.0,0.049
survey_type,1,2,edu,11.0,14.0,0.05
survey_type,1,2,edu,12.0,12.0,0.053
survey_type,1,2,edu,12.0,13.0,0.073
survey_type,1,2,edu,12.0,14.0,0.075
survey_type,1,2,edu,13.0,13.0,1.002
survey_type,1,2,edu,13.0,14.0,1.078
survey_type,1,2,edu,14.0,14.0,0.076
survey_type,2,2,edu,1.0,1.0,0.023
survey_type,2,2,edu,1.0,2.0,0.019
survey_type,2,2,edu,1.0,3.0,0.089
survey_type,2,2,edu,1.0,4.0,0.059
survey_type,2,2,edu,1.0,5.0,0.056
survey_type,2,2,edu,1.0,6.0,0.056
survey_type,2,2,edu,1.0,7.0,0.05
survey_type,2,2,edu,1.0,8.0,0.049
survey_type,2,2,edu,1.0,9.0,0.047
survey_type,2,2,edu,1.0,10.0,0.044
survey_type,2,2,edu,1.0,11.0,0.042
survey_type,2,2,edu,1.0,12.0,0.046
survey_type,2,2,edu,1.0,13.0,0.045
survey_type,2,2,edu,1.0,14.0,0.045
survey_type,2,2,edu,2.0,2.0,0.457
survey_type,2,2,edu,2.0,3.0,0.051
survey_type,2,2,edu,2.0,4.0,0.025
survey_type,2,2,edu,2.0,5.0,0.023
survey_type,2,2,edu,2.0,6.0,0.022
survey_type,2,2,edu,2.0,7.0,0.018
survey_type,2,2,edu,2.0,8.0,0.018
survey_type,2,2,edu,2.0,9.0,0.017
survey_type,2,2,edu,2.0,10.0,0.014
survey_type,2,2,edu,2.0,11.0,0.013
survey_type,2,2,edu,2.0,12.0,0.015
survey_type,2,2,edu,2.0,13.0,0.015
survey_type,2,2,edu,2.0,14.0,0.015
survey_type,2,2,edu,3.0,3.0,0.058
survey_type,2,2,edu,3.0,4.0,0.028
survey_type,2,2,edu,3.0,5.0,0.026
survey_type,2,2,edu,3.0,6.0,0.025
survey_type,2,2,edu,3.0,7.0,0.021
survey_type,2,2,edu,3.0,8.0,0.02
survey_type,2,2,edu,3.0,9.0,0.019
survey_type,2,2,edu,3.0,10.0,0.017
survey_type,2,2,edu,3.0,11.0,0.016
survey_type,2,2,edu,3.0,12.0,0.018
survey_type,2,2,edu,3.0,13.0,0.017
survey_type,2,2,edu,3.0,14.0,0.017
survey_type,2,2,edu,4.0,4.0,0.003
survey_type,2,2,edu,4.0,5.0,0.004
survey_type,2,2,edu,4.0,6.0,0.003
survey_type,2,2,edu,4.0,7.0,0.005
survey_type,2,2,edu,4.0,8.0,0.005
survey_type,2,2,edu,4.0,9.0,0.006
survey_type,2,2,edu,4.0,10.0,0.008
survey_type,2,2,edu,4.0,11.0,0.009
survey_type,2,2,edu,4.0,12.0,0.006
survey_type,2,2,edu,4.0,13.0,0.007
survey_type,2,2,edu,4.0,14.0,0.007
survey_type,2,2,edu,5.0,5.0,0.292
survey_type,2,2,edu,5.0,6.0,0.0
survey_type,2,2,edu,5.0,7.0,0.002
survey_type,2,2,edu,5.0,8.0,0.003
survey_type,2,2,edu,5.0,9.0,0.004
survey_type,2,2,edu,5.0,10.0,0.006
survey_type,2,2,edu,5.0,11.0,0.008
survey_type,2,2,edu,5.0,12.0,0.004
survey_type,2,2,edu,5.0,13.0,0.004
survey_type,2,2,edu,5.0,14.0,0.005
survey_type,2,2,edu,6.0,6.0,0.0
survey_type,2,2,edu,6.0,7.0,0.001
survey_type,2,2,edu,6.0,8.0,0.001
survey_type,2,2,edu,6.0,9.0,0.002
survey_type,2,2,edu,6.0,10.0,0.004
survey_type,2,2,edu,6.0,11.0,0.006
survey_type,2,2,edu,6.0,12.0,0.002
survey_type,2,2,edu,6.0,13.0,0.003
survey_type,2,2,edu,6.0,14.0,0.003
survey_type,2,2,edu,7.0,7.0,0.685
survey_type,2,2,edu,7.0,8.0,0.748
survey_type,2,2,edu,7.0,9.0,0.939
survey_type,2,2,edu,7.0,10.0,1.319
survey_type,2,2,edu,7.0,11.0,1.56
survey_type,2,2,edu,7.0,12.0,0.009
survey_type,2,2,edu,7.0,13.0,0.01
survey_type,2,2,edu,7.0,14.0,0.011
survey_type,2,2,edu,8.0,8.0,0.063
survey_type,2,2,edu,8.0,9.0,0.254
survey_type,2,2,edu,8.0,10.0,0.634
survey_type,2,2,edu,8.0,11.0,0.875
survey_type,2,2,edu,8.0,12.0,0.002
survey_type,2,2,edu,8.0,13.0,0.002
